Type,Number,CD,Street Name,Cross Street 1,Cross Street 2,Parking Restrictions,Petition Validation,Parking Study,Date Established,Date Posted,Last Action,Data Entered By,Council File Number
PPD,179,4,Wiletta Avenue,Ivarene Avenue,Crest Way,No Parking 8PM - 6AM; District No. 179 Permits Exempt,75%,85%,3/1/2016,06/21/2016,Establishment,JH,
TPPD,180,4,Rodgerton Drive,Deronda Drive,Beachwood Drive,No Parking 8AM - 6PM Saturday to Sunday & Holidays; Vehicles with District No. 180 Permits Exempt,75%,85%,,12/31/2014,               ,SM,
TPPD,181,4,Solar Drive,Astral Drive,Cul-De-Sac E of Astral Drive,No Parking Anytime; Vehicles with District No. 181 Permits Exempt,,85%,3/1/2016,1/31/2014,Establishment,SM,
TPPD,182,4,Calhoun Avenue,Burbank Boulevard,Collins Street,N/A,75%,85%,,-,-,SM,
TPPD,182,4,Hazeltine Avenue,Burbank Boulevard,Collins Street,N/A,75%,85%,,-,-,SM,
TPPD,182,4,Stansbury Avenue,Burbank Boulevard,Collins Street,1 Hr. Parking 9AM - 3PM Daily; Vehicles with District No. 182 Permits Exempt,75%,85%,,8/28/2014,Establishment,SM,
PPD,183,11,Airlane Avenue,Wiley Post Avenue,Kittyhawk Avenue,No Parking 6PM to 8AM; 2 Hr. Parking 8AM to 6PM; District No. 183 Permits Exempt,75%,85%,3/1/2016,09/04/2018,Expansion,SM,
PPD,183,11,Bleriot Avenue,La Tijera Boulevard,Kittyhawk Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,183,11,Bleriot Avenue,Kittyhawk Avenue,Will Rogers Street,No Parking 6PM to 8AM; 2 Hr. Parking 8AM to 6PM; District No. 183 Permits Exempt,75%,85%,3/1/2016,09/04/2018,Expansion,SM,
PPD,183,11,Croydon Avenue,Kittyhawk Avenue,Will Rogers Street,No Parking 6PM to 8AM; 2 Hr. Parking 8AM to 6PM; District No. 183 Permits Exempt,75%,85%,3/1/2016,09/04/2018,Expansion,SM,
PPD,183,11,De Haviland Avenue,Kittyhawk Avenue,Will Rogers Street,No Parking 6PM to 8AM; 2 Hr. Parking 8AM to 6PM; District No. 183 Permits Exempt,75%,85%,3/1/2016,09/04/2018,Expansion,SM,
PPD,183,11,Earhart Avenue,Kittyhawk Avenue,Will Rogers Street,No Parking 6PM to 8AM; 2 Hr. Parking 8AM to 6PM; District No. 183 Permits Exempt,75%,85%,3/1/2016,09/04/2018,Expansion,SM,
PPD,183,11,Fleetwing Avenue,Kittyhawk Avenue,Will Rogers Street,No Parking 6PM to 8AM; 2 Hr. Parking 8AM to 6PM; District No. 183 Permits Exempt,75%,85%,3/1/2016,09/04/2018,Expansion,SM,
PPD,183,11,Glider Avenue,Cul-De-Sac N of Wiley Post Avenue,Wiley Post Avenue,No Parking 6PM to 8AM; 2 Hr. Parking 8AM to 6PM; District No. 183 Permits Exempt,75%,85%,3/1/2016,09/04/2018,Expansion,SM,
PPD,183,11,Glider Avenue,Wiley Post Avenue,Lilienthal Avenue,No Parking 6PM to 8AM; 2 Hr. Parking 8AM to 6PM; District No. 183 Permits Exempt,75%,85%,3/1/2016,09/04/2018,Expansion,SM,
PPD,183,11,Interceptor Street,Airport Boulevard,Lilienthal Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,183,11,Kittyhawk Avenue,Westchester Parkway,Fleetwing Avenue,No Parking 6PM to 8AM; 2 Hr. Parking 8AM to 6PM; District No. 183 Permits Exempt,75%,85%,3/1/2016,09/04/2018,Expansion,SM,
PPD,183,11,Kittyhawk Avenue,Fleetwing Avenue,Earhart Avenue,No Parking 6PM to 8AM; 2 Hr. Parking 8AM to 6PM; District No. 183 Permits Exempt,75%,85%,3/1/2016,09/04/2018,Expansion,SM,
PPD,183,11,Kittyhawk Avenue,Earhart Avenue,De Haviland Avenue,No Parking 6PM to 8AM; 2 Hr. Parking 8AM to 6PM; District No. 183 Permits Exempt,75%,85%,3/1/2016,09/04/2018,Expansion,SM,
PPD,183,11,Kittyhawk Avenue,De Haviland Avenue,Croydon Avenue,No Parking 6PM to 8AM; 2 Hr. Parking 8AM to 6PM; District No. 183 Permits Exempt,75%,85%,3/1/2016,09/04/2018,Expansion,SM,
PPD,183,11,Kittyhawk Avenue,Croydon Avenue,Bleriot Avenue,No Parking 6PM to 8AM; 2 Hr. Parking 8AM to 6PM; District No. 183 Permits Exempt,75%,85%,3/1/2016,09/04/2018,Expansion,SM,
PPD,183,11,Kittyhawk Avenue,Bleriot Avenue,Airlane Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,183,11,Kittyhawk Avenue,Airlane Avenue,W 86th Place,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,183,11,Kittyhawk Avenue,W 86th Place,Manchester Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,183,11,La Tijera Boulevard,Sepulveda Way,Truxton Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,183,11,La Tijera Boulevard,Truxton Avenue,Bleriot Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,183,11,Lilienthal Avenue,Interceptor Street,Yorktown Avenue,2 Hr. Parking 7AM - 11PM; Vehicles with District No. 183 Permits Exempt,75%,85%,3/1/2016,07/23/2014,Establishment,SM,
PPD,183,11,Lilienthal Avenue,Yorktown Avenue,Glider Avenue,2 Hr. Parking 7AM - 11PM; Vehicles with District No. 183 Permits Exempt,75%,85%,3/1/2016,07/23/2014,Establishment,SM,
PPD,183,11,Lilienthal Avenue,Glider Avenue,W 86th Place,No Parking 6PM to 8AM; 2 Hr. Parking 8AM to 6PM; District No. 183 Permits Exempt,75%,85%,3/1/2016,09/04/2018,Expansion,SM,
PPD,183,11,Sepulveda Way,Westchester Parkway,La Tijera Boulevard,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,183,11,West 86th Place,Kittyhawk Avenue,Yorktown Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,183,11,West 86th Place,Yorktown Avenue,Wiley Post Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,183,11,West 86th Place,Wiley Post Avenue,Lilienthal Avenue,No Parking 6PM to 8AM; 2 Hr. Parking 8AM to 6PM; District No. 183 Permits Exempt,75%,85%,3/1/2016,09/04/2018,Expansion,SM,
PPD,183,11,Westchester Parkway,Sepulveda Way,Kittyhawk Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,183,11,Wiley Post Avenue,Airlane Avenue,Yorktown Avenue,No Parking 6PM to 8AM; 2 Hr. Parking 8AM to 6PM; District No. 183 Permits Exempt,75%,85%,3/1/2016,09/04/2018,Expansion,SM,
PPD,183,11,Wiley Post Avenue,Yorktown Avenue,Glider Avenue,No Parking 6PM to 8AM; 2 Hr. Parking 8AM to 6PM; District No. 183 Permits Exempt,75%,85%,3/1/2016,09/04/2018,Expansion,SM,
PPD,183,11,Wiley Post Avenue,Glider Avenue,W 86th Place,No Parking 6PM to 8AM; 2 Hr. Parking 8AM to 6PM; District No. 183 Permits Exempt,75%,85%,3/1/2016,09/04/2018,Expansion,SM,
PPD,183,11,Wiley Post Avenue,W 86th Place,Manchester Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,183,11,Will Rogers Street,Airlane Avenue,Bleriot Avenue,No Parking 6PM to 8AM; 2 Hr. Parking 8AM to 6PM; District No. 183 Permits Exempt,75%,85%,3/1/2016,09/04/2018,Expansion,SM,
PPD,183,11,Will Rogers Street,Bleriot Avenue,Croydon Avenue,No Parking 6PM to 8AM; 2 Hr. Parking 8AM to 6PM; District No. 183 Permits Exempt,75%,85%,3/1/2016,09/04/2018,Expansion,SM,
PPD,183,11,Will Rogers Street,Croydon Avenue,De Haviland Avenue,No Parking 6PM to 8AM; 2 Hr. Parking 8AM to 6PM; District No. 183 Permits Exempt,75%,85%,3/1/2016,09/04/2018,Expansion,SM,
PPD,183,11,Will Rogers Street,De Haviland Avenue,Earhart Avenue,No Parking 6PM to 8AM; 2 Hr. Parking 8AM to 6PM; District No. 183 Permits Exempt,75%,85%,3/1/2016,09/04/2018,Expansion,SM,
PPD,183,11,Will Rogers Street,Earhart Avenue,Fleetwing Avenue,No Parking 6PM to 8AM; 2 Hr. Parking 8AM to 6PM; District No. 183 Permits Exempt,75%,85%,3/1/2016,09/04/2018,Expansion,SM,
PPD,183,11,Will Rogers Street,Fleetwing Avenue,Kittyhawk Avenue,No Parking 6PM to 8AM; 2 Hr. Parking 8AM to 6PM; District No. 183 Permits Exempt,75%,85%,3/1/2016,09/04/2018,Expansion,SM,
PPD,183,11,Yorktown Avenue,Lilienthal Avenue,Wiley Post Avenue,2 Hr. Parking 7AM - 11PM; Vehicles with District No. 183 Permits Exempt,75%,85%,3/1/2016,07/23/2014,Establishment,SM,
PPD,183,11,Yorktown Avenue,Wiley Post Avenue,W 86th Place,No Parking 6PM to 8AM; 2 Hr. Parking 8AM to 6PM; District No. 183 Permits Exempt,75%,85%,3/1/2016,09/04/2018,Expansion,SM,
TPPD,184,4,Beachwood Drive,Rodgerton Drive,Linforth Drive,No Parking 8AM - 6PM Saturday to Sunday & Holidays; Vehicles with District No. 184 Permits Exempt,75%,85%,,12/31/2014,Establishment,SM,
TPPD,184,4,Beachwood Drive,Linforth Drive,Hollyridge Drive,No Parking 8AM - 6PM Saturday to Sunday & Holidays; Vehicles with District No. 184 Permits Exempt,75%,85%,,12/31/2014,Establishment,SM,
TPPD,184,4,Beachwood Drive,Hollyridge Drive,Cul-De-Sac E of Hollyridge Drive,No Parking 8AM - 6PM Saturday to Sunday & Holidays; Vehicles with District No. 184 Permits Exempt,75%,85%,,12/31/2014,Establishment,SM,
TPPD,184,4,Linforth Avenue,Beachwood Drive,Cul-De-Sac W of Beachwood Drive,No Parking 8AM - 6PM Saturday to Sunday & Holidays; Vehicles with District No. 184 Permits Exempt,75%,85%,,12/31/2014,Establishment,SM,
TPPD,185,4,Del Zuro Drive,Nichols Canyon Road,La Cuesta Drive,No Parking 7AM - 8PM Daily; Vehicles with District No. 111 Permits Exempt,75%,85%,3/1/2016,7/28/2014,Establishment,SM,
TPPD,185,4,La Cuesta Drive,La Castana Drive,Del Zuro Drive,No Parking 7AM - 8PM Daily; Vehicles with District No. 111 Permits Exempt,75%,85%,3/1/2016,7/28/2014,Establishment,SM,
TPPD,185,4,Mullholland Drive,Woodrow Wilson Drive,Palo Vista Drive,No Parking 10AM - 6PM; Vehicles with District No. 185 Permits Exempt,75%,85%,3/1/2016,2/26/2014,Establishment,SM,
TPPD,185,4,Mullholland Drive,Palo Vista Drive,City of Los Angeles Boundary,No Parking 10AM - 6PM; Vehicles with District No. 185 Permits Exempt,75%,85%,3/1/2016,2/26/2014,Establishment,SM,
TPPD,186,4,Hollyridge Drive,Lechner Place,Beachwood Drive,No Parking 8AM - 6PM Saturday to Sunday & Holidays; Vehicles with District No. 186 Permits Exempt,75%,85%,,12/31/2014,Establishment,SM,
TPPD,187,5,Cotner Avenue,Pickford Street,Pearl Street,No Parking Anytime Except 1 Hr. Parking 8AM - 6PM Mon. - Fri. & Holidays; Vehicles with District No. 187 Permits Exempt,75%,85%,3/1/2016,6/10/2016,Establishment,SM,
TPPD,187,5,Pearl Street,Sepulveda Boulevard,Cotner Avenue,No Parking Anytime Except 1 Hr. Parking 8AM - 6PM Mon. - Fri. & Holidays; Vehicles with District No. 187 Permits Exempt,75%,85%,3/1/2016,6/10/2017,Fill-In,SM,
TPPD,187,5,Pearl Street,Cotner Avenue,Cul-De-Sac W of Cotner Avenue,No Parking Anytime Except 1 Hr. Parking 8AM - 6PM Mon. - Fri. & Holidays; Vehicles with District No. 187 Permits Exempt,75%,85%,3/1/2016,5/27/2016,Establishment,SM,
TPPD,187,5,Sepulveda Boulevard,Pearl Street,Exposition Boulevard,N/A,75%,85%,3/1/2016,-,-,SM,
TPPD,188,4,Beachwood Drive,Ledgewood Drive,Westshire Drive,No Parking 8AM - 6PM Saturday to Sunday & Holidays; Vehicles with District No. 188 Permits Exempt,75%,85%,,1/26/2015,Establishment,SM,
TPPD,188,4,Beachwood Drive,Westshire Drive,Belden Drive,No Parking 8AM - 6PM Saturday to Sunday & Holidays; Vehicles with District No. 188 Permits Exempt,75%,85%,,1/26/2015,Establishment,SM,
TPPD,188,4,Beachwood Drive,Belden Drive,Rodgerton Drive,No Parking 8AM - 6PM Saturday to Sunday & Holidays; Vehicles with District No. 188 Permits Exempt,75%,85%,,1/26/2015,Establishment,SM,
TPPD,189,4,Ledgewood Drive,Beachwood Drive,Belden Drive,No Parking 8AM - 6PM Saturday to Sunday & Holidays; Vehicles with District No. 189 Permits Exempt,75%,85%,3/1/2016,1/10/2015,Establishment,SM,
TPPD,189,4,Ledgewood Drive,Belden Drive,Rodgerton Drive,No Parking 8AM - 6PM Saturday to Sunday & Holidays; Vehicles with District No. 189 Permits Exempt,75%,85%,3/1/2016,1/10/2015,Establishment,SM,
TPPD,190,4,Hollyridge Drive,Pelham Place,Lechner Place,No Parking 8AM - 6PM Saturday to Sunday & Holidays; Vehicles with District No. 190 Permits Exempt,75%,85%,,12/26/2014,Establishment,SM,
TPPD,190,4,Lechner Place,Westshire Drive,Hollyridge Drive,N/A,75%,85%,,-,-,SM,
TPPD,190,4,Westshire Drive,Woodhaven Drive,Lechner Place,No Parking 8AM - 6PM Saturday to Sunday & Holidays; Vehicles with District No. 190 Permits Exempt,75%,85%,,11/25/2015,Fill-In,SM,
TPPD,190,4,Westshire Drive,Lechner Place,Beachwood Drive,N/A,75%,85%,,-,-,SM,
TPPD,190,4,Woodhaven Drive,Westshire Drive,Beachwood Drive,N/A,75%,85%,,-,-,SM,
TPPD,191,13,Elsinore Street,Alvarado Street,Mohawk Street,No Parking 8PM - 8AM; 2 Hr. Parking 8AM - 8PM; Vehicles with District No. 191 Permits Exempt,75%,85%,3/1/2016,11/8/2016,Establishment,SM,
TPPD,191,13,Elsinore Street,Mohawk Street,Waterloo Street,No Parking 8PM - 8AM; 2 Hr. Parking 8AM - 8PM; Vehicles with District No. 191 Permits Exempt,75%,85%,3/1/2016,11/8/2016,Establishment,SM,
TPPD,191,13,Mohawk Street,Sunset Boulevard,Elsinore Street,No Parking 8PM - 8AM; 2 Hr. Parking 8AM - 8PM; Vehicles with District No. 191 Permits Exempt,75%,85%,3/1/2016,2/2/2017,Fill-in,SM,
TPPD,191,13,Mohawk Street,Elsinore Street,Reservoir Street,No Parking 8PM - 8AM; 2 Hr. Parking 8AM - 8PM; Vehicles with District No. 191 Permits Exempt,75%,85%,3/1/2016,11/8/2016,Establishment,SM,
TPPD,191,13,Sunset Boulevard,Alvarado Street,Mohawk Street,N/A,75%,85%,3/1/2016,-,-,SM,
TPPD,192,4,Deronda Drive,Rodgerton Drive,Dorcas Place,N/A,75%,85%,,-,-,SM,
TPPD,192,4,Deronda Drive,Dorcas Place,Linforth Drive,N/A,75%,85%,,-,-,SM,
TPPD,192,4,Deronda Drive,Linforth Drive,Rockcliff Drive,No Parking 8AM - 6PM Saturday to Sunday & Holidays; Vehicles with District No. 192 Permits Exempt,75%,85%,,12/31/2014,Establishment,SM,
TPPD,192,4,Deronda Drive,Rockcliff Drive,Cul-De-Sac N of Rockcliff Drive,No Parking 8AM - 6PM Saturday to Sunday & Holidays; Vehicles with District No. 192 Permits Exempt,75%,85%,,12/31/2014,Establishment,SM,
TPPD,192,4,Rockcliff Drive,Ledgewood Drive,Deronda Drive,No Parking 8AM - 6PM Saturday to Sunday & Holidays; Vehicles with District No. 192 Permits Exempt,75%,85%,,12/31/2014,Establishment,SM,
PPD,193,-,-,-,-,-,-,-,-,-,-,-,-
TPPD,194,11,Dawes Avenue,Cul-De-Sac E of Culver Boulevard,Culver Boulevard,No Parking 6PM - 8AM; 1 Hr. Parking 8AM - 6PM; Vehicles with District No. 194 Permits Exempt,75%,85%,,4/26/2017,Establishment,SM,
TPPD,195,4,Durand Drive,Heather Drive,Mullholland Highway,N/A,75%,85%,3/1/2016,-,-,SM,
TPPD,195,4,Heather Drive,Durand Drive,Lugano Place,No Parking 8AM - 6PM Saturday to Sunday & Holidays; Vehicles with District No. 195 Permits Exempt,75%,85%,3/1/2016,08/18/2014,Establishment,SM,
TPPD,195,4,Ledgewood Drive,Rockcliff Drive,Mullholland Highway,No Parking 8AM - 6PM Saturday to Sunday & Holidays; Vehicles with District No. 195 Permits Exempt,75%,85%,3/1/2016,1/10/2015,Expansion,SM,
TPPD,195,4,Mullholland Highway,Durand Drive,Ledgewood Drive,No Parking 8AM - 6PM Saturday to Sunday & Holidays; Vehicles with District No. 195 Permits Exempt,75%,85%,3/1/2016,1/10/2015,Expansion,SM,
TPPD,195,4,Mullholland Highway,Ledgewood Drive,Cul-De-Sac N of Ledgewood Drive,N/A,75%,85%,3/1/2016,-,-,SM,
TPPD,196,11,Walnut Avenue,Washington Boulevard,Elm Street,N/A,75%,85%,3/1/2016,-,-,SM,
TPPD,197,1,Broadway (S/S),Mission Road,Prince Street,2 Hr. Parking 6AM - 6PM; Vehicles with District No. 197 Permits Exempt,75%,85%,3/1/2016,4/26/2016,Establishment,SM,
TPPD,197,1,Duke Street,Mission Road,Prince Street,2 Hr. Parking 6AM - 6PM; Vehicles with District No. 197 Permits Exempt,75%,85%,3/1/2016,4/26/2016,Establishment,SM,
TPPD,197,1,Prince Street,Manitou Avenue,Duke Street,N/A,75%,85%,3/1/2016,-,-,SM,
TPPD,197,1,Prince Street,Duke Street,N Broadway,2 Hr. Parking 6AM - 6PM; Vehicles with District No. 197 Permits Exempt,75%,85%,3/1/2016,4/26/2016,Establishment,SM,
PPD,198,11,Beatrice Street,Randall Street,Inglewood Boulevard,2 Hr. Parking 8AM to 6PM Mon. - Fri.; Vehicles with District No. 198 Permits Exempt,75%,85%,3/1/2016,08/08/2018,Establishment,SM,
PPD,198,11,Beatrice Street,Inglewood Boulevard,Margaret Avenue,2 Hr. Parking 8AM to 6PM Mon. - Fri.; Vehicles with District No. 198 Permits Exempt,75%,85%,3/1/2016,08/08/2018,Establishment,SM,
PPD,198,11,Beatrice Street,Margaret Avenue,Mesmer Avenue,2 Hr. Parking 8AM to 6PM Mon. - Fri.; Vehicles with District No. 198 Permits Exempt,75%,85%,3/1/2016,08/08/2018,Establishment,SM,
PPD,198,11,Inglewood Boulevard,Jefferson Boulevard,Juniette Street,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,198,11,Inglewood Boulevard,Juniette Street,Beatrice Street,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,198,11,Inglewood Boulevard,Beatrice Street,Aneta Street,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,198,11,Jefferson Boulevard,Inglewood Boulevard,Margaret Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,198,11,Jefferson Boulevard,Margaret Avenue,Mesmer Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,198,11,Juniette Street,Centinela Avenue,Randall Street,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,198,11,Juniette Street,Randall Street,Inglewood Boulevard,2 Hr. Parking 8AM to 6PM Mon. - Fri.; Vehicles with District No. 198 Permits Exempt,75%,85%,3/1/2016,08/08/2018,Establishment,SM,
PPD,198,11,Juniette Street,Inglewood Boulevard,Margaret Avenue,2 Hr. Parking 8AM to 6PM Mon. - Fri.; Vehicles with District No. 198 Permits Exempt,75%,85%,3/1/2016,08/08/2018,Establishment,SM,
PPD,198,11,Juniette Street,Margaret Avenue,Mesmer Avenue,2 Hr. Parking 8AM to 6PM Mon. - Fri.; Vehicles with District No. 198 Permits Exempt,75%,85%,3/1/2016,08/08/2018,Establishment,SM,
PPD,198,11,Lucile Street,Centinela Avenue,Randall Street,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,198,11,Lucile Street,Randall Street,Inglewood Boulevard,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,198,11,Lucile Street,Inglewood Boulevard,Margaret Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,198,11,Lucile Street,Margaret Avenue,Cul-De-Sac E of Margaret Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,198,11,Margaret Avenue,Jefferson Boulevard,Juniette Street,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,198,11,Margaret Avenue,Juniette Street,Beatrice Street,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,198,11,Margaret Avenue,Beatrice Street,Aneta Street,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,198,11,Mesmer Avenue,Jefferson Boulevard,Juniette Street,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,198,11,Mesmer Avenue,Juniette Street,Beatrice Street,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,198,11,Mesmer Avenue,Beatrice Street,Marina Freeway 90,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,198,11,Randall Street,Jefferson Boulevard,Juniette Street,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,198,11,Randall Street,Juniette Street,Beatrice Street,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,198,11,Randall Street,Beatrice Street,Aneta Street,N/A,75%,85%,3/1/2016,-,-,SM,
TPPD,199,4,Shadowlawn Avenue,Silverlake Drive,Cul-De-Sac W of Silverlake Drive,No Parking 6PM - 8AM; 2 Hr. Parking 8AM - 6PM; Vehicles with District No. 199 Permits Exempt,75%,85%,3/1/2016,05/16/2016,Establishment,SM,
PPD,200,-,-,-,-,-,-,-,-,-,-,-,-
TPPD,201,13,Beachwood Drive,Santa Monica Boulevard,Lexington Avenue,No Parking 6PM - 8AM; 2 Hr. Parking 8AM - 6PM; Vehicles with District No. 201 Permits Exempt,75%,85%,3/1/2016,6/1/2016,Establishment,SM,
TPPD,201,13,Gordon Street,Santa Monica Boulevard,Lexington Avenue,No Parking 6PM - 8AM; 2 Hr. Parking 8AM - 6PM; Vehicles with District No. 201 Permits Exempt,75%,85%,3/1/2016,6/1/2016,Establishment,SM,
TPPD,201,13,Lexington Avenue,Tamarind Avenue,Gordon Street,No Parking 6PM - 8AM; 2 Hr. Parking 8AM - 6PM; Vehicles with District No. 201 Permits Exempt,75%,85%,3/1/2016,6/1/2016,Establishment,SM,
TPPD,201,13,Lexington Avenue,Gordon Street,Beachwood Drive,No Parking 6PM - 8AM; 2 Hr. Parking 8AM - 6PM; Vehicles with District No. 201 Permits Exempt,75%,85%,3/1/2016,6/1/2016,Establishment,SM,
TPPD,201,13,Tamarind Avenue,Santa Monica Boulevard,Lexington Avenue,No Parking 6PM - 8AM; 2 Hr. Parking 8AM - 6PM; Vehicles with District No. 201 Permits Exempt,75%,85%,3/1/2016,6/1/2016,Establishment,SM,
TPPD,202,13,Griffith Park Boulevard,Edgecliffe Drive,Lucile Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
TPPD,202,13,Griffith Park Boulevard,Lucile Avenue,Effie Street,N/A,75%,85%,3/1/2016,-,-,SM,
TPPD,202,13,Hyperion Avenue,Sunset Boulevard,Effie Street,No Parking Sat. & Sun.; 2 Hr. Parking 8AM - 8PM Mon. - Fri.; Vehicles with District No. 202 Permits Exempt,75%,85%,3/1/2016,7/10/2017,Establishment,SM,
TPPD,202,13,Lucile Street,Sunset Boulevard,Griffith Park Boulevard,N/A,75%,85%,3/1/2016,-,-,SM,
TPPD,202,13,Lucile Street,Griffith Park Boulevard,Effie Street,N/A,75%,85%,3/1/2016,-,-,SM,
TPPD,203,13,Berkeley Avenue,Lobdell Place,Liberty Street,No Parking 6PM - 8AM; Vehicles with District No. 203 Permits Exempt,75%,85%,3/1/2016,11/1/2016,Establishment,SM,
TPPD,203,13,Lakeshore Avenue,Scott Avenue,Grafton Street,N/A,75%,85%,3/1/2016,-,-,SM,
TPPD,203,13,Lakeshore Avenue,Grafton Street,Berkeley Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
TPPD,203,13,Liberty Street,Scott Avenue,Berkeley Avenue,No Parking 6PM - 8AM; Vehicles with District No. 203 Permits Exempt,75%,85%,3/1/2016,10/17/2017,Fill-in,SM,
TPPD,203,13,Scott Avenue,Lakeshore Avenue,Liberty Street,No Parking 6PM - 8AM; Vehicles with District No. 203 Permits Exempt,75%,85%,3/1/2016,11/1/2016,Establishment,SM,
TPPD,204,11,Sunnyside Avenue,Maxella Avenue,Hager Avenue,2 Hr. Parking 8AM - 6PM; Vehicles with District No. 204 Permits Exempt,75%,85%,3/1/2016,5/20/2017,Establishment,SM,
TPPD,204,11,Sunnyside Avenue,Hager Avenue,Ida Avenue,2 Hr. Parking 8AM - 6PM; Vehicles with District No. 204 Permits Exempt,75%,85%,3/1/2016,5/20/2017,Establishment,SM,
TPPD,205,13,Occidental Boulevard,Berkeley Avenue,Effie Street,No Parking 8PM - 6AM; Vehicles with District No. 205 Permits Exempt,75%,85%,3/1/2016,11/1/2016,Establishment,SM,
TPPD,205,13,Occidental Boulevard,Effie Street,Eerly Terrace,No Parking 8PM - 6AM; Vehicles with District No. 205 Permits Exempt,75%,85%,3/1/2016,11/1/2016,Establishment,SM,
TPPD,206,4,Pacific View Drive,W Intersection of Pacific View Trail,E Intersection of Pacific View Trail,N/A,75%,85%,3/1/2016,-,-,SM,
TPPD,206,4,Pacific View Drive,E Intersection of Pacific View Trail,Hockey Trail,N/A,75%,85%,3/1/2016,-,-,SM,
TPPD,206,4,Pacific View Drive,Hockey Trail,Baseline Trail,N/A,75%,85%,3/1/2016,-,-,SM,
TPPD,206,4,Pacific View Trail,Pacific View Drive,Caverna Drive,N/A,75%,85%,3/1/2016,-,-,SM,
TPPD,206,4,Pacific View Trail,Caverna Drive,Cul-De-Sac N of Caverna Drive,No Parking Anytime; Vehicles with District No. 206 Permits Exempt,75%,85%,3/1/2016,12/5/2016,Establishment,SM,
TPPD,207,13,Effie Street,Sanborn Avenue,Manzanita Street,N/A,75%,85%,3/1/2016,-,-,SM,
TPPD,207,13,Manzanita Street,Sunset Boulevard,Wit Place,N/A,75%,85%,3/1/2016,-,-,SM,
TPPD,207,13,Manzanita Street,Wit Place,Effie Street,N/A,75%,85%,3/1/2016,-,-,SM,
TPPD,207,13,Manzanita Street,Effie Street,Fountain Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
TPPD,207,13,Sanborn Avenue,Sunset Boulevard,Wit Place,N/A,75%,85%,3/1/2016,-,-,SM,
TPPD,207,13,Sanborn Avenue,Wit Place,Effie Street,N/A,75%,85%,3/1/2016,-,-,SM,
TPPD,207,13,Sanborn Avenue,Effie Street,Fountain Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,208,-,-,-,-,-,-,-,-,-,-,-,-
PPD,209,-,-,-,-,-,-,-,-,-,-,-,-
TPPD,210,11,Michael Street,Washington Boulevard,Zanja Street,No Parking Anytime; Vehicles with District No. 210 Permits Exempt,75%,85%,3/1/2016,5/14/2018,Expansion,SM,
TPPD,210,11,Tivoli Avenue,Washington Boulevard,Zanja Street,No Parking Anytime; Vehicles with District No. 210 Permits Exempt,75%,85%,3/1/2016,12/21/2016,Establishment,SM,
TPPD,210,11,Zanja Street (S/S),Michael Street,Tivoli Avenue,No Parking Anytime; Vehicles with District No. 210 Permits Exempt,75%,85%,3/1/2016,12/21/2016,Establishment,SM,
TPPD,210,11,Zanja Street (S/S),Tivoli Avenue,Redwood Avenue,No Parking 8AM - 8PM Mon. - Fri.; Vehicles with District No. 210 Permits Exempt,75%,85%,3/1/2016,12/21/2016,Establishment,SM,
TPPD,211,10,Cloverdale Avenue,Adams Boulevard,Cul-De-Sac N of Adams Boulevard,N/A,75%,85%,3/1/2016,-,-,SM,
